user_id,item_id,answer,prediction
907,693,1,1.04926
907,782,1,1.0816
907,783,1,1.16332
907,367,1,1.17469
907,785,1,1.08107
907,621,1,1.27521
907,875,1,1.09438
907,823,1,1.24034
907,824,2,1.16494
907,517,1,1.04924
907,418,1,1.5244
908,621,1,1.14553
908,824,1,1.25007
908,418,1,1.31468
471,416,1,1.09546
471,417,1,1.14252
593,439,1,1.25182
231,363,1,1.17648
231,364,1,1.27641
231,365,1,1.14739
231,387,1,1.12371
231,366,2,1.10152
231,388,1,1.14728
231,356,1,1.15347
231,389,1,1.16269
231,357,1,1.17158
231,359,1,1.17818
231,393,1,1.18609
231,383,1,1.15546
475,496,1,1.24651
475,266,1,1.244
475,367,1,1.27761
236,363,1,1.15735
236,359,1,1.15916
116,297,1,1.0592
116,255,1,1.12762
116,256,1,1.10058
116,257,1,1.08635
116,259,1,1.09924
116,306,1,1.10051
116,281,1,1.11304
116,282,1,1.10169
116,262,1,1.11353
116,263,1,1.07265
116,285,1,1.1336
118,819,1,1.15669
118,292,1,1.07545
118,282,1,1.09563
118,294,1,1.29113
118,284,1,1.14796
118,296,1,1.1066
118,297,1,1.09208
118,385,1,1.10312
118,277,1,1.11437
118,300,1,1.07563
118,301,1,1.09282
118,258,1,1.12137
118,434,1,1.07571
118,259,1,1.10528
118,820,1,1.20538
118,678,1,1.18942
118,821,1,1.33352
118,823,2,1.26487
118,824,2,1.25101
239,398,4,1.38509
239,394,1,1.28643
119,819,1,1.14292
119,385,1,1.09603
119,594,1,1.47954
119,266,1,1.36367
119,367,2,1.05934
119,643,1,1.2331
119,786,1,1.40967
119,402,1,1.11359
119,820,1,1.35135
119,513,2,1.14758
119,821,1,1.28885
119,437,1,1.14125
119,823,2,1.17683
119,516,1,1.21948
119,637,1,1.1893
119,824,1,1.67152
119,418,1,1.24525
916,819,2,1.20919
916,327,3,1.08956
916,823,1,1.82109
916,307,1,1.70585
917,820,1,1.1319
917,823,1,1.32759
241,363,1,1.15628
241,356,1,1.1838
121,258,1,1.20269
242,396,1,1.33344
242,397,1,1.379
242,398,3,1.90189
242,399,2,1.34434
242,421,1,1.44941
242,400,1,1.42683
242,324,1,1.34114
242,325,1,1.31894
242,438,1,1.1405
242,394,1,1.21927
242,395,3,1.30417
244,266,2,1.48855
244,367,1,1.23498
244,347,2,1.24302
244,418,2,1.77063
124,261,1,1.20843
487,422,1,1.13335
487,423,1,1.1224
487,438,1,1.08376
487,416,1,1.10049
487,417,1,1.10123
366,353,1,1.12
366,347,1,1.17434
125,258,1,1.18297
488,421,1,1.16158
488,422,1,1.12228
488,423,1,1.14522
488,416,1,1.09875
488,438,1,1.13514
488,417,1,1.14518
247,364,1,1.29598
126,590,2,1.23351
126,670,1,1.27775
126,671,1,1.2088
126,353,1,1.28543
126,674,1,1.31465
126,675,1,1.26087
126,676,1,1.19954
126,1014,1,1.2147
126,1013,1,1.21434
126,437,1,1.20867
126,514,1,1.22342
126,515,1,1.28807
126,636,1,1.27095
126,517,1,1.19513
126,638,2,1.07278
126,639,1,1.71197
126,680,1,1.16545
126,682,1,1.30509
126,640,2,1.15337
126,641,1,1.76955
126,642,1,1.2741
126,643,1,1.43449
126,644,1,1.26162
126,765,1,1.22125
126,689,1,1.17074
126,603,1,1.27333
126,570,1,1.14857
126,692,1,1.18574
126,452,1,1.22326
126,455,1,1.26741
126,610,1,1.26062
126,458,1,1.30512
126,579,1,1.27065
126,459,1,1.27778
126,613,1,1.26623
126,416,1,1.17849
126,417,1,1.23059
126,617,1,1.23451
126,460,1,1.22713
126,461,1,1.24746
126,1008,1,1.26094
126,266,1,1.86651
126,1006,1,1.24081
126,421,1,1.31573
126,422,1,1.17162
126,664,1,1.128
126,785,1,1.18384
126,621,1,1.52803
126,786,4,1.21712
126,863,1,1.2434
126,820,1,1.93997
126,667,1,1.25983
126,823,4,1.14393
126,868,1,1.27168
126,824,1,1.80976
127,291,1,1.14691
127,271,1,1.16526
127,272,1,1.15887
127,294,2,1.29344
127,273,1,1.12734
127,274,1,1.16376
127,297,1,1.1187
127,299,1,1.17592
127,278,1,1.16439
127,311,1,1.19042
127,258,1,1.13434
127,357,1,1.12266
127,379,1,1.14633
127,1014,1,1.14901
127,259,1,1.12813
127,358,1,1.12905
127,1013,1,1.13829
127,416,1,1.17478
127,1010,1,1.18236
127,281,1,1.17629
127,260,1,1.12342
127,282,1,1.16925
127,286,1,1.18588
127,363,1,1.16333
127,385,1,1.11962
127,1008,1,1.16054
127,265,1,1.34052
127,364,2,1.20159
127,266,3,1.21711
127,288,1,1.14102
127,321,1,1.14956
127,365,1,1.16755
127,1006,1,1.16615
127,300,1,1.1247
127,366,1,1.29446
127,268,1,1.19496
127,301,1,1.18084
127,302,1,1.33324
127,325,1,1.13622
127,326,1,1.18478
127,305,1,1.1168
127,327,1,1.10818
127,307,1,1.32049
129,265,2,1.18594
129,256,1,1.22051
921,893,1,1.12962
921,820,1,1.35479
922,893,1,1.16083
922,820,1,1.1024
922,821,1,1.1807
922,823,1,1.44887
922,825,1,1.14271
802,678,2,1.12892
802,679,1,1.19351
802,290,1,1.24335
802,581,1,1.36931
803,819,1,1.06828
803,820,1,1.08335
803,821,1,1.11541
803,823,1,1.30471
803,824,1,1.46666
925,820,1,1.27569
926,820,1,1.21129
926,823,1,1.2562
926,824,1,1.31244
807,852,1,1.18726
808,819,1,1.204
808,852,1,1.11638
808,820,1,1.06734
808,823,1,1.30774
809,852,1,1.21855
251,421,2,1.28882
251,774,4,1.2028
251,412,1,1.44623
251,786,1,3.12199
251,438,1,1.29351
251,416,1,1.35707
251,408,1,1.28071
251,409,1,1.37561
131,350,1,1.1383
131,277,1,1.18451
131,631,1,1.09212
131,479,1,1.17022
131,875,2,1.18465
131,1013,1,1.17414
131,437,1,1.12853
131,910,1,1.16681
131,516,1,1.18294
131,638,1,1.21725
131,639,1,1.16885
131,283,1,1.21302
131,481,1,1.17922
131,483,1,1.16727
131,640,1,1.26145
131,684,1,1.09525
131,641,1,1.12529
131,367,1,1.68157
131,642,1,1.15365
131,643,2,1.23713
131,327,1,1.14538
131,569,1,1.21201
131,922,1,1.16858
131,292,1,1.15519
131,294,2,1.23062
131,691,1,1.11205
131,296,1,1.16199
131,297,1,1.16809
131,693,1,1.10665
131,254,1,1.21125
131,299,1,1.34591
131,257,1,1.14931
131,774,1,1.19107
131,859,1,1.23074
131,819,1,1.50192
131,581,1,1.35686
131,263,1,1.17861
131,264,1,1.2271
131,265,2,1.2071
131,782,1,1.12024
131,266,2,1.32114
131,860,1,1.16782
131,300,1,1.15982
131,587,1,1.2384
131,302,1,1.14498
131,423,1,1.22007
131,786,1,1.52346
131,621,2,1.36677
131,863,1,1.18172
131,820,2,1.61677
131,821,2,1.72591
131,865,1,1.21318
131,305,1,1.13706
131,823,3,1.42391
131,824,2,1.90213
132,823,1,1.34245
497,480,1,1.40771
497,483,1,1.09592
810,821,1,1.30313
931,920,1,1.17671
931,823,1,1.52089
933,893,1,1.18118
933,820,1,1.15221
933,823,1,1.36111
815,327,1,1.27321
815,825,1,1.14966
817,820,1,1.22185
817,327,1,1.13108
938,823,2,1.42242
939,820,1,1.87835
939,823,3,1.31177
819,786,3,1.61948
264,410,1,1.17733
264,412,1,1.12599
267,433,1,1.3875
267,434,1,1.11385
267,479,1,1.10227
267,436,1,1.13738
267,437,1,1.08834
267,481,1,1.09498
148,265,1,1.30974
269,434,1,1.16367
940,820,1,1.15742
940,823,1,1.40946
149,257,1,1.19664
149,260,1,1.14691
820,786,2,1.55691
942,820,1,1.12815
942,823,1,1.37445
942,824,1,1.37241
822,786,1,1.65405
943,820,3,1.32072
702,638,1,1.17628
823,786,3,1.59635
824,786,1,1.65797
945,823,1,1.56474
825,786,1,1.71707
705,642,2,1.27838
706,651,1,1.35625
706,640,2,1.23817
706,641,2,1.8073
706,664,1,1.11608
706,642,1,1.71769
706,655,1,1.17285
706,645,2,1.46959
706,648,1,1.24954
706,638,2,1.30958
827,786,1,1.51472
707,662,1,1.13646
707,641,1,1.2402
707,642,1,1.08457
707,644,2,1.14002
707,656,1,1.1867
707,646,1,1.13764
707,649,1,1.12568
707,638,1,1.24933
707,639,1,1.23697
828,786,1,1.56722
708,651,1,1.19037
708,640,1,1.77883
708,641,3,1.32936
708,664,1,1.31412
708,642,1,1.89463
708,655,1,1.17266
708,645,2,1.5259
708,648,1,1.23126
708,638,2,1.47946
708,570,1,1.30383
829,786,1,1.54827
271,594,1,1.30458
271,643,1,1.15725
271,418,1,1.27429
151,263,1,1.18802
154,264,1,1.092
154,265,1,1.21631
154,268,1,1.13516
154,260,1,1.12734
154,263,1,1.12911
154,274,1,1.17709
156,418,1,1.30269
156,295,1,1.15324
277,440,1,1.19811
830,786,2,1.61836
951,820,1,1.11029
951,821,1,1.13912
951,823,1,1.34682
710,683,1,1.17972
711,582,1,1.18827
832,786,1,1.68687
712,652,2,1.43787
712,641,1,1.57238
712,642,1,1.38545
712,665,2,1.14758
712,644,1,1.35779
712,655,1,1.14643
712,646,1,1.19254
712,638,1,1.23006
712,639,2,1.2618
833,786,2,1.56136
713,652,2,1.28161
713,641,1,1.49237
713,642,1,1.43592
713,665,1,1.44253
713,644,1,1.18948
713,655,1,1.08298
713,646,1,1.12641
713,638,1,1.22265
713,639,2,1.20618
834,786,1,1.66934
955,971,1,1.18
955,972,1,1.18527
955,821,1,1.30623
955,921,1,1.11455
714,641,1,1.13601
714,642,1,1.0972
714,646,1,1.0981
714,638,1,1.18358
714,639,1,1.23871
835,786,1,1.6836
836,786,1,1.67454
837,786,1,1.60895
958,974,1,1.22404
717,651,1,1.1798
717,641,1,1.22254
717,664,1,1.10355
717,642,1,1.16446
717,655,1,1.06436
717,645,1,1.14331
717,648,1,1.06335
838,786,1,1.48726
839,786,1,1.61584
161,266,1,1.30267
161,268,1,1.15813
163,268,1,1.1572
285,480,1,1.57007
285,481,1,1.06997
840,786,1,1.52164
720,650,1,1.11446
720,640,1,1.12723
720,641,1,1.23973
720,642,1,1.08768
720,644,1,1.24918
841,821,1,1.24005
721,650,1,1.10988
721,640,1,1.14572
721,641,1,1.21771
721,642,1,1.08184
721,644,1,1.23418
843,786,1,1.49566
602,772,1,1.1577
602,520,1,1.18015
844,786,1,1.67005
845,786,1,1.56436
846,745,1,1.18006
846,804,1,1.20042
847,786,1,1.60607
848,870,1,1.13423
848,786,1,1.54107
172,275,1,1.14214
172,276,1,1.15723
172,266,1,1.207
172,271,1,1.14301
173,299,2,1.18907
173,326,1,1.3559
297,498,1,1.20968
851,786,1,1.76389
852,786,1,1.43806
853,786,5,1.50689
854,786,1,1.66501
613,484,1,1.11575
613,479,1,1.13
613,481,1,1.12332
613,482,1,1.10496
613,483,1,1.10491
855,786,1,1.53435
856,786,2,1.49201
736,770,2,1.15933
736,771,1,1.18793
736,772,1,1.18075
736,686,1,1.22598
736,687,1,1.19688
736,786,2,1.47806
736,689,1,1.18532
736,768,1,1.18492
736,769,1,1.17025
737,641,2,1.2936
737,638,1,1.29623
858,693,1,1.09681
858,782,1,1.08189
858,367,1,1.10693
858,875,1,1.10346
858,823,1,1.35308
858,825,1,1.14063
859,852,1,1.21039
182,266,1,1.28939
187,281,1,1.20431
861,786,1,1.55415
620,593,1,1.86104
620,594,2,1.1626
620,353,2,2.51363
620,595,1,1.80188
620,630,1,1.75914
620,432,4,1.79024
620,631,1,1.67213
620,632,2,1.78161
620,875,2,2.70855
620,513,2,1.68558
620,678,2,1.80727
620,679,1,1.78718
620,516,2,1.14176
620,638,2,1.78553
620,517,1,1.73563
620,913,1,1.8907
620,639,1,1.35725
620,680,1,1.62299
620,681,1,1.74103
620,682,1,1.8528
620,683,1,1.80639
620,562,1,1.86811
620,684,1,1.63961
620,641,1,1.30257
620,367,4,1.84966
620,643,3,2.23344
620,327,2,1.56048
620,800,1,1.82065
620,921,1,1.80143
620,526,1,1.8286
620,802,1,1.75348
620,727,1,1.70354
620,728,1,1.78815
620,729,1,1.54296
620,807,1,1.86156
620,809,2,1.80297
620,691,1,1.6919
620,692,1,1.72493
620,693,1,1.71627
620,694,1,1.7292
620,695,1,1.76191
620,893,1,1.78904
620,730,1,1.74803
620,697,1,1.69712
620,774,1,3.58819
620,698,2,1.7553
620,731,1,1.72533
620,699,1,1.64048
620,733,1,1.64728
620,810,1,1.91212
620,734,1,1.73972
620,538,2,1.77219
620,659,1,1.65702
620,418,3,1.71828
620,738,1,1.64757
620,739,1,1.8678
620,619,1,1.7832
620,819,5,1.3852
620,581,3,1.64621
620,582,2,1.67303
620,583,1,1.83941
620,781,2,1.83375
620,584,1,1.70235
620,782,1,1.68391
620,266,1,1.59737
620,783,2,2.20793
620,586,2,1.82972
620,740,1,1.7929
620,784,2,1.7008
620,620,1,1.78904
620,588,2,1.76068
620,621,4,2.44912
620,786,1,3.6002
620,1003,1,1.68552
620,347,1,1.8825
620,743,1,1.67851
620,820,5,2.58989
620,700,3,1.62532
620,821,5,2.39449
620,745,1,1.74076
620,822,1,1.70384
620,702,2,1.86085
620,823,5,3.50177
620,307,4,2.05533
620,824,5,1.83564
620,825,2,1.70221
620,628,1,1.74885
620,706,1,1.71957
862,786,1,1.53489
500,484,1,1.09749
500,479,1,1.09568
500,480,1,1.49472
500,481,1,1.10548
500,482,1,1.09119
500,483,1,1.1028
742,823,2,1.66725
742,824,2,1.63063
863,786,1,1.66891
864,786,1,1.50301
865,786,1,1.56585
624,268,1,1.16926
866,786,1,1.49841
746,740,1,1.16425
746,700,1,1.29662
867,820,1,2.55104
867,823,1,1.95878
867,824,5,1.23982
868,823,1,1.55855
506,483,1,1.13571
507,484,1,1.11681
507,480,1,1.62079
507,482,1,1.09721
509,499,1,1.14975
509,500,1,1.16985
509,502,1,1.15057
509,503,1,1.17754
509,509,1,1.12846
190,440,1,1.19715
198,397,1,1.1326
198,302,1,1.31056
198,423,1,1.12271
198,305,1,1.13179
198,291,1,1.18681
198,483,1,1.10806
870,823,1,1.46748
870,824,1,1.43229
872,783,1,1.18806
872,367,1,1.05761
872,823,1,1.32142
872,824,1,1.31017
873,783,1,1.26448
873,824,1,1.5138
876,823,1,1.37333
635,433,3,1.17987
877,783,1,1.14035
877,823,1,1.19472
877,824,1,1.44316
878,367,1,1.07528
878,823,1,1.41064
878,824,1,1.33802
879,823,1,1.49362
517,266,1,1.29756
517,347,1,1.16376
517,307,1,1.31486
759,774,1,1.49635
519,479,1,1.15184
880,819,1,2.10412
880,820,2,1.4293
880,821,2,1.56311
880,823,3,1.85561
880,824,1,2.49096
761,774,2,1.39768
761,786,1,1.35669
882,819,1,1.09198
882,820,1,1.11453
882,821,1,1.2459
882,823,1,1.44783
882,824,2,1.16953
762,774,1,1.38694
883,823,1,1.31645
883,824,1,1.41558
763,774,1,1.43174
884,823,1,1.45305
885,823,1,1.51568
887,823,1,1.44777
646,594,5,1.10622
646,516,1,1.87079
646,637,1,1.8835
646,824,1,3.10649
646,639,1,1.9069
646,749,1,1.3706
646,580,1,1.32937
767,774,1,1.29772
647,651,2,1.03379
647,640,1,1.3347
647,662,1,1.16882
647,642,1,1.15164
647,647,1,1.13488
647,638,1,1.14946
647,639,1,1.37413
768,774,1,1.29991
889,823,1,1.50394
890,693,1,1.1679
890,823,1,1.41921
890,824,1,1.3917
891,785,1,1.11271
891,823,1,1.39843
891,824,1,1.39426
892,693,1,1.0792
892,785,1,1.05528
892,823,1,1.29883
892,824,1,1.35083
892,418,1,1.2365
651,640,5,1.99132
651,641,5,2.11093
651,642,5,1.76722
651,638,2,2.26876
651,639,5,2.64905
651,937,1,2.44883
651,927,1,2.30241
652,651,1,1.16788
652,642,1,1.12585
652,638,1,1.13868
652,639,1,1.30635
773,562,1,1.18207
894,693,1,1.06891
894,875,1,1.13687
894,823,1,1.16472
894,824,1,1.32445
894,418,1,1.29166
653,786,1,1.65836
653,823,2,1.65612
895,875,1,1.11685
895,824,1,1.44505
533,481,1,1.11725
534,481,1,1.11972
897,785,1,1.08794
897,823,1,1.34165
897,824,1,1.35479
897,418,1,1.35368
656,367,1,1.22874
898,782,1,1.14617
898,823,1,1.47281
898,824,1,1.2178
536,481,1,1.11582
657,637,1,1.33154
778,709,1,1.21002
778,710,1,1.17772
778,712,1,1.18294
899,824,1,1.44997
416,289,1,1.1887
779,581,1,1.13845
538,482,1,1.14768
660,651,1,1.33242
660,640,1,1.89269
660,642,2,1.36775
660,638,2,1.13725
660,639,2,1.54783
541,353,2,1.17579
541,266,1,1.39031
541,307,2,1.44275
542,266,1,1.32411
666,662,1,1.15937
666,641,1,1.16225
666,645,1,1.22332
666,657,1,1.16831
787,691,1,1.13835
547,266,1,1.3397
547,268,1,1.15401
668,662,1,1.08972
668,641,1,1.26601
668,645,1,1.24051
668,657,1,1.17247
670,819,3,1.42846
670,581,2,2.16173
670,890,2,2.02737
670,594,5,1.42285
670,693,2,1.59972
670,353,1,1.77518
670,783,3,2.01883
670,367,1,2.43245
670,786,5,4.17863
670,621,1,1.54594
670,820,2,1.89117
670,875,1,1.7217
670,677,1,2.01183
670,821,1,1.97609
670,822,1,1.62305
670,516,4,1.71268
670,637,4,1.72117
670,418,5,1.37826
670,707,2,1.79906
671,640,1,1.17334
671,651,1,1.17247
671,642,1,1.12426
671,638,1,1.10204
671,639,1,1.19318
673,691,1,1.13439
673,581,1,1.066
673,353,1,1.10157
673,562,1,1.13276
673,595,1,1.09633
673,432,1,1.16189
673,620,2,1.07965
673,676,1,1.11561
673,820,1,1.14052
673,678,1,1.22626
673,821,1,1.10076
673,327,1,1.18758
673,824,1,1.21707
673,619,1,1.15237
553,353,1,1.14042
674,640,1,1.11215
674,641,1,1.28432
674,644,2,1.17707
674,648,1,1.23076
674,639,1,1.29599
675,870,1,1.17864
675,869,1,1.20279
555,594,1,1.73639
555,353,1,1.10746
555,367,1,1.35111
555,643,1,1.31382
555,513,1,1.22448
555,307,2,1.12946
555,516,1,1.26106
555,637,1,1.10435
555,418,2,1.18432
555,638,1,1.14263
555,590,1,1.23256
555,350,1,1.08675
676,641,2,1.43039
677,641,1,1.42984
799,819,1,1.18735
799,820,1,1.18869
558,266,1,1.30771
558,307,1,1.2703
559,353,1,1.18029
559,367,1,1.08821
559,347,1,1.27044
559,516,2,1.16748
559,418,1,1.84999
319,266,1,1.34941
319,422,1,1.1638
319,349,1,1.15711
561,353,1,1.0846
561,367,1,1.10833
561,347,1,1.15213
561,307,1,1.21421
682,590,1,1.31633
682,582,1,1.16412
441,265,1,1.25798
562,594,1,1.39209
562,353,1,1.09672
562,418,1,1.26167
321,266,1,1.24754
321,347,1,1.11282
321,307,1,1.38518
563,347,1,1.20932
201,302,1,1.37727
564,266,1,1.26002
564,418,1,1.41242
202,302,1,1.47835
565,516,1,1.38144
686,661,1,1.21834
566,367,1,1.18962
566,418,1,1.36035
325,287,1,1.20775
325,266,2,1.28389
325,327,1,1.26047
325,273,1,1.16204
688,640,1,1.14657
688,641,1,1.27367
688,642,1,1.10463
688,644,1,1.20778
688,657,1,1.08282
688,638,1,1.11961
688,581,1,1.08785
688,582,1,1.07626
205,266,1,1.25971
689,640,1,1.13619
689,641,1,1.19741
689,642,1,1.13907
689,644,1,1.1793
689,657,1,1.08083
689,638,1,1.08926
689,618,1,1.15462
209,298,1,1.10962
209,301,1,1.08927
209,302,1,1.21005
209,294,1,1.31307
692,693,1,1.07531
692,785,1,1.08998
692,875,1,1.10929
692,820,1,1.11691
692,821,1,1.11965
692,812,1,1.12969
692,823,1,1.36979
573,516,1,1.30519
694,651,1,1.17703
694,641,1,1.13327
694,642,1,1.17712
694,647,1,1.10682
694,638,1,1.1023
694,639,1,1.19856
211,300,1,1.65423
211,302,4,1.18983
211,294,2,1.36063
575,367,1,1.12356
575,513,1,1.33305
575,516,1,1.31447
696,638,1,1.22697
576,307,1,1.39391
577,347,1,1.13425
698,641,2,1.42638
578,513,2,1.32285
578,418,1,1.30484
578,350,1,1.17379
216,484,1,1.53712
216,299,2,1.96555
216,479,1,1.62146
216,480,5,1.16932
216,294,1,1.23621
216,482,1,1.63175
579,266,1,1.20522
579,367,1,1.10743
579,347,1,1.07384
579,513,1,1.1798
579,418,1,1.35531
579,350,1,1.09659
580,367,1,1.2786
582,513,1,1.4828
220,300,1,1.16478
462,421,1,1.12502
462,422,1,1.15663
462,774,1,1.25076
462,786,1,1.29462
462,667,1,1.14704
462,438,1,1.07399
342,287,1,1.19888
342,266,2,1.29516
342,643,1,1.20506
342,446,1,1.15537
342,327,1,1.20039
585,481,1,1.14345
223,440,1,1.13991
223,441,1,1.14014
223,434,1,1.13795
223,282,1,1.17956
344,513,2,1.23558
344,418,1,1.49487
345,418,1,1.4018
588,483,1,1.17221
229,297,1,1.41161
229,310,1,1.50127
229,786,5,1.45824
229,315,1,1.5318
229,317,1,1.49088
901,823,1,1.54429
902,823,2,1.43042
904,823,1,1.39539
904,824,1,1.32231
905,823,1,1.27256
905,824,1,1.27868
906,823,1,1.40964
906,824,1,1.31122
